EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,MeanWorkingHours
369,32,No,Travel_Rarely,Sales,10,3,Marketing,1,Female,1,Human Resources,Married,30720,5.0,Y,12,8,0,9.0,4,5,1,3,1,3,6.107085994040017
370,52,No,Travel_Frequently,Research & Development,1,1,Life Sciences,1,Male,2,Laboratory Technician,Married,50060,3.0,Y,16,8,1,31.0,2,9,0,0,3,3,6.801762452107278
371,37,No,Travel_Rarely,Sales,24,2,Life Sciences,1,Female,4,Laboratory Technician,Divorced,42570,4.0,Y,15,8,0,9.0,2,1,0,0,3,3,5.636573009791398
372,28,No,Travel_Rarely,Research & Development,21,4,Life Sciences,1,Female,1,Healthcare Representative,Divorced,25000,1.0,Y,16,8,2,6.0,3,5,0,4,3,3,5.471980630055339
373,22,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Male,1,Sales Representative,Married,11020,6.0,Y,19,8,0,4.0,3,2,2,2,2,3,5.762048744146443
374,44,No,Travel_Rarely,Research & Development,22,3,Medical,1,Female,1,Laboratory Technician,Married,104530,2.0,Y,11,8,1,10.0,2,3,0,2,3,3,10.141995530012776
375,42,No,Travel_Frequently,Sales,13,4,Life Sciences,1,Female,2,Laboratory Technician,Single,22880,5.0,Y,16,8,1,8.0,4,2,2,2,2,3,7.057592592592594
376,36,No,Travel_Rarely,Research & Development,14,3,Other,1,Male,2,Research Scientist,Married,39290,0.0,Y,24,8,0,6.0,6,5,0,3,2,4,7.038510004257131
377,25,No,Travel_Rarely,Sales,11,3,Life Sciences,1,Female,1,Laboratory Technician,Married,23110,1.0,Y,11,8,1,5.0,2,5,0,3,3,3,9.691720945083011
378,35,No,Travel_Rarely,Research & Development,9,2,Life Sciences,1,Female,1,Healthcare Representative,Married,31400,1.0,Y,13,8,1,17.0,2,17,5,15,2,3,7.717056194125159
379,35,Yes,Travel_Frequently,Sales,8,2,Marketing,1,Female,1,Laboratory Technician,Divorced,36900,1.0,Y,13,8,1,10.0,2,10,7,8,4,3,8.850988718603661
380,32,No,Non-Travel,Research & Development,21,3,Life Sciences,1,Male,1,Sales Executive,Divorced,44500,0.0,Y,13,8,0,4.0,3,3,0,2,3,3,6.918882503192848
381,25,No,Travel_Rarely,Sales,5,3,Marketing,1,Female,4,Research Scientist,Married,27560,1.0,Y,12,8,2,5.0,2,5,0,3,3,3,7.078470625798211
382,49,No,Travel_Rarely,Sales,9,3,Technical Degree,1,Female,2,Sales Representative,Married,190330,2.0,Y,18,8,1,7.0,5,4,0,2,3,3,6.8970923797360575
383,24,No,Non-Travel,Research & Development,2,5,Technical Degree,1,Male,2,Healthcare Representative,Married,187220,0.0,Y,22,8,1,6.0,3,5,3,4,3,4,6.663085355470413
384,32,No,Travel_Frequently,Research & Development,12,5,Medical,1,Male,1,Research Scientist,Married,95470,1.0,Y,13,8,1,10.0,3,10,5,3,2,3,6.135790762026393
385,38,No,Travel_Rarely,Sales,22,2,Medical,1,Male,1,Sales Executive,Married,137340,0.0,Y,13,8,0,3.0,3,2,1,2,4,3,6.31822158365262
386,42,No,Travel_Rarely,Research & Development,18,1,Technical Degree,1,Female,2,Research Scientist,Married,199990,2.0,Y,23,8,1,17.0,6,5,1,3,3,4,8.80445402298851
387,31,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,Female,3,Sales Executive,Married,22790,3.0,Y,12,8,1,8.0,3,6,0,2,3,3,9.285841847594725
388,29,Yes,Travel_Rarely,Sales,3,3,Marketing,1,Male,3,Laboratory Technician,Divorced,59160,6.0,Y,12,8,0,5.0,2,3,0,2,3,3,8.710558748403573
389,53,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Male,1,Sales Representative,Married,20890,5.0,Y,16,8,0,28.0,2,2,2,2,2,3,5.683111962537252
390,35,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,3,Healthcare Representative,Married,167920,3.0,Y,12,8,1,16.0,3,13,4,8,4,3,6.424444444444451
391,37,No,Travel_Frequently,Research & Development,13,4,Life Sciences,1,Female,3,Human Resources,Married,35640,5.0,Y,11,8,0,10.0,1,5,0,0,1,3,6.670760962111539
392,53,No,Travel_Rarely,Research & Development,1,1,Medical,1,Male,1,Sales Executive,Single,44250,6.0,Y,22,8,1,33.0,2,12,3,8,4,4,6.234937207322263
393,43,No,Travel_Frequently,Research & Development,1,3,Medical,1,Male,1,Laboratory Technician,Married,52650,4.0,Y,11,8,1,12.0,4,5,2,2,3,3,6.800898254576417
394,47,No,Travel_Rarely,Sales,15,4,Marketing,1,Female,3,Research Director,Married,65530,0.0,Y,15,8,0,8.0,2,7,7,7,3,3,9.987091315453391
395,37,No,Non-Travel,Research & Development,1,5,Medical,1,Female,2,Research Scientist,Single,62610,1.0,Y,12,8,0,10.0,1,10,0,9,3,3,7.545017028522774
396,50,No,Non-Travel,Research & Development,17,3,Medical,1,Female,1,Laboratory Technician,Divorced,42980,1.0,Y,20,8,1,31.0,6,31,14,7,3,4,5.776630481055771
397,39,No,Travel_Rarely,Research & Development,1,3,Other,1,Female,3,Human Resources,Married,68040,8.0,Y,14,8,1,13.0,3,5,0,4,2,3,6.460783312047673
398,33,No,Travel_Rarely,Sales,7,3,Life Sciences,1,Male,2,Manufacturing Director,Divorced,38150,3.0,Y,11,8,1,7.0,3,4,0,3,3,3,8.478326947637294
399,32,Yes,Travel_Rarely,Research & Development,9,1,Medical,1,Female,1,Laboratory Technician,Single,27410,1.0,Y,15,8,1,1.0,5,1,0,1,2,3,9.48729246487868
400,29,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,Female,4,Healthcare Representative,Divorced,66730,6.0,Y,12,8,1,8.0,2,4,0,3,4,3,5.859027245636439
401,44,No,Travel_Rarely,Research & Development,26,2,Life Sciences,1,Male,2,Manufacturing Director,Married,76390,1.0,Y,14,8,0,8.0,6,8,7,1,3,3,8.9501607066837
402,28,No,Travel_Rarely,Sales,24,5,Life Sciences,1,Female,1,Research Scientist,Single,23280,1.0,Y,11,8,2,4.0,3,4,0,2,3,3,5.5811047254150745
403,58,Yes,Travel_Frequently,Sales,9,2,Technical Degree,1,Male,1,Sales Executive,Divorced,21530,9.0,Y,11,8,0,3.0,3,1,0,0,3,3,9.816472967220086
404,43,No,Travel_Rarely,Sales,7,4,Marketing,1,Male,2,Sales Executive,Divorced,48760,4.0,Y,16,8,2,4.0,4,1,0,0,3,3,6.073948488718599
405,20,Yes,Travel_Rarely,Research & Development,11,3,Medical,1,Male,2,Sales Executive,Single,93960,1.0,Y,12,8,0,2.0,6,2,0,2,1,3,6.370378884631757
406,21,Yes,Travel_Rarely,Research & Development,1,3,Medical,1,Male,2,Sales Executive,Single,104000,1.0,Y,13,8,1,1.0,2,1,0,0,3,3,7.394996807151979
407,36,No,Travel_Rarely,Research & Development,26,4,Medical,1,Male,1,Laboratory Technician,Married,84740,0.0,Y,14,8,0,17.0,3,16,4,11,3,3,9.626993401447425
408,47,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,2,Manufacturing Director,Single,99810,1.0,Y,21,8,1,3.0,3,3,1,2,3,4,7.7053075776926345
409,22,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,1,Female,1,Laboratory Technician,Married,124900,0.0,Y,13,8,0,4.0,3,3,0,2,3,3,9.051174968071523
410,41,Yes,Travel_Rarely,Research & Development,23,3,Life Sciences,1,Female,2,Sales Executive,Divorced,26570,4.0,Y,11,8,0,10.0,3,7,1,0,4,3,9.213855896126013
411,28,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Female,3,Manager,Divorced,135910,5.0,Y,20,8,1,6.0,2,2,2,2,3,4,6.9419295444870155
412,39,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,1,Female,4,Human Resources,Married,66960,7.0,Y,11,8,0,8.0,3,2,2,2,3,3,9.767196679438056
413,27,No,Travel_Rarely,Research & Development,1,3,Medical,1,Male,1,Research Scientist,Single,20580,1.0,Y,14,8,1,1.0,5,1,0,0,3,3,7.033266283524903
414,34,No,Travel_Rarely,Research & Development,12,2,Technical Degree,1,Male,2,Human Resources,Divorced,88650,1.0,Y,11,8,1,1.0,0,1,1,0,3,3,7.278746275010638
415,42,No,Travel_Rarely,Sales,11,1,Technical Degree,1,Male,2,Human Resources,Single,59400,7.0,Y,16,8,0,10.0,2,5,0,3,2,3,6.008575989782884
416,33,No,Travel_Rarely,Sales,2,3,Marketing,1,Female,1,Sales Executive,Single,59140,3.0,Y,16,8,1,6.0,4,3,0,2,3,3,9.618688803746275
417,58,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Male,1,Research Scientist,Divorced,26220,2.0,Y,23,8,0,24.0,3,6,0,4,3,4,7.618982545764155
418,31,No,Travel_Rarely,Sales,1,3,Life Sciences,1,Female,1,Sales Representative,Married,121850,3.0,Y,14,8,0,13.0,2,7,5,2,3,3,5.662137079608345
419,35,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Male,3,Healthcare Representative,Married,106090,1.0,Y,22,8,0,10.0,3,10,0,7,3,4,9.465721583652616
420,49,No,Travel_Rarely,Research & Development,25,2,Life Sciences,1,Female,2,Sales Executive,Married,43450,4.0,Y,15,8,0,29.0,3,26,1,7,2,3,6.214960621541084
421,48,No,Travel_Rarely,Research & Development,1,4,Medical,1,Male,1,Research Scientist,Married,21770,4.0,Y,18,8,0,13.0,4,0,0,0,3,3,6.134299702000852
422,31,No,Non-Travel,Research & Development,1,2,Technical Degree,1,Female,2,Sales Executive,Married,27930,1.0,Y,16,8,0,9.0,4,9,0,0,3,3,6.6220604512558525
423,36,No,Travel_Rarely,Human Resources,2,4,Technical Degree,1,Male,1,Sales Executive,Single,79180,2.0,Y,12,8,2,8.0,3,6,0,1,2,3,5.955210727969349
424,38,No,Travel_Rarely,Sales,6,3,Other,1,Male,2,Sales Executive,Married,87890,1.0,Y,11,8,3,15.0,4,15,5,11,3,3,6.620782247765003
425,32,No,Non-Travel,Sales,18,3,Marketing,1,Male,1,Laboratory Technician,Married,23890,6.0,Y,12,8,1,5.0,4,3,0,2,2,3,6.567199872286085
426,25,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Male,1,Sales Executive,Married,32120,1.0,Y,15,8,1,1.0,3,1,0,0,2,3,7.947602171136663
427,40,No,Travel_Rarely,Research & Development,1,4,Medical,1,Male,2,Research Scientist,Divorced,192320,2.0,Y,14,8,1,11.0,3,1,0,0,3,3,5.252673478075775
428,26,No,Travel_Frequently,Sales,11,3,Marketing,1,Male,2,Healthcare Representative,Single,22670,1.0,Y,19,8,3,7.0,2,7,0,7,2,3,7.058130055342699
429,41,No,Travel_Rarely,Research & Development,1,4,Medical,1,Male,1,Research Scientist,Single,195170,2.0,Y,13,8,0,20.0,5,18,2,17,3,3,9.564488080034055
430,36,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Female,2,Healthcare Representative,Single,24360,4.0,Y,13,8,0,16.0,3,11,3,9,1,3,6.470979140059601
431,19,Yes,Travel_Rarely,Research & Development,15,3,Life Sciences,1,Male,2,Research Scientist,Single,160640,1.0,Y,15,8,1,1.0,3,1,0,0,3,3,9.801604938271609
432,20,Yes,Travel_Rarely,Research & Development,29,3,Life Sciences,1,Female,3,Laboratory Technician,Single,27070,1.0,Y,11,8,0,1.0,2,1,0,0,3,3,5.640781183482333
433,31,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,4,Research Director,Married,190680,0.0,Y,12,8,0,10.0,1,9,8,5,3,3,7.372162622392511
434,40,No,Travel_Frequently,Sales,1,3,Marketing,1,Male,1,Research Scientist,Divorced,39310,8.0,Y,19,8,0,3.0,2,1,0,0,2,3,7.641779480630059
435,32,No,Travel_Rarely,Research & Development,24,3,Life Sciences,1,Male,4,Laboratory Technician,Married,37300,1.0,Y,25,8,1,8.0,4,8,6,3,3,4,7.107243507875689
436,36,Yes,Travel_Rarely,Research & Development,10,3,Medical,1,Male,3,Sales Executive,Married,22320,1.0,Y,12,8,1,16.0,2,16,3,7,3,3,8.904198595146871
437,33,No,Travel_Rarely,Research & Development,1,4,Medical,1,Female,4,Manufacturing Director,Single,44650,0.0,Y,13,8,0,6.0,3,5,1,4,3,3,5.625330991911448
438,37,Yes,Travel_Rarely,Sales,10,4,Marketing,1,Female,3,Human Resources,Married,30720,5.0,Y,14,8,0,17.0,3,14,11,7,2,3,5.4332013622818245
439,45,No,Non-Travel,Research & Development,8,1,Life Sciences,1,Male,2,Sales Executive,Married,33190,1.0,Y,12,8,1,9.0,3,9,0,8,3,3,5.7289463601532535
440,29,No,Travel_Frequently,Research & Development,29,1,Life Sciences,1,Male,1,Sales Representative,Married,192020,1.0,Y,12,8,0,3.0,5,3,0,2,3,3,6.68544061302682
441,35,No,Travel_Rarely,Human Resources,1,3,Human Resources,1,Male,3,Laboratory Technician,Married,136750,1.0,Y,15,8,3,5.0,5,5,1,0,2,3,5.784895700298001
442,52,No,Travel_Rarely,Research & Development,5,4,Other,1,Male,1,Laboratory Technician,Married,29110,2.0,Y,17,8,2,26.0,3,9,7,8,3,3,6.37414005959983
443,58,Yes,Travel_Rarely,Sales,9,2,Medical,1,Female,4,Sales Executive,Single,59570,4.0,Y,14,8,1,7.0,2,1,0,0,1,3,6.587905491698595
444,53,No,Travel_Rarely,Research & Development,9,3,Technical Degree,1,Male,1,Manager,Divorced,39200,6.0,Y,16,8,1,22.0,3,17,15,2,3,3,6.048316304810554
445,30,No,Travel_Rarely,Sales,3,4,Marketing,1,Male,1,Sales Executive,Divorced,64340,5.0,Y,14,8,1,10.0,3,8,7,7,2,3,7.021874201787996
446,38,No,Non-Travel,Sales,4,3,Life Sciences,1,Male,2,Research Director,Single,100480,1.0,Y,23,8,1,6.0,2,5,1,3,3,4,7.075951468710091
447,35,No,Travel_Rarely,Sales,1,2,Life Sciences,1,Female,2,Healthcare Representative,Divorced,109380,6.0,Y,14,8,2,12.0,2,10,0,8,1,3,6.645699233716472
448,39,No,Travel_Rarely,Sales,1,1,Marketing,1,Male,2,Research Scientist,Single,23400,0.0,Y,11,8,1,9.0,2,8,0,7,2,3,5.7367879948914435
449,40,Yes,Non-Travel,Research & Development,2,4,Life Sciences,1,Male,1,Human Resources,Single,65450,4.0,Y,15,8,0,22.0,2,1,0,0,3,3,8.60172626649638
450,47,No,Travel_Frequently,Research & Development,7,4,Life Sciences,1,Male,3,Sales Executive,Divorced,69310,1.0,Y,11,8,0,20.0,3,19,2,7,3,3,9.086335674755219
451,36,No,Non-Travel,Sales,28,1,Life Sciences,1,Male,2,Research Scientist,Divorced,48980,4.0,Y,13,8,1,12.0,3,7,0,7,3,3,6.310360791826308
452,31,Yes,Non-Travel,Research & Development,28,4,Medical,1,Male,2,Research Scientist,Single,25930,0.0,Y,21,8,0,4.0,2,3,1,2,3,4,7.4661462324393355
453,33,No,Non-Travel,Sales,15,3,Other,1,Male,4,Research Director,Single,194360,1.0,Y,19,8,2,10.0,4,10,6,0,3,3,7.052585142613876
454,29,Yes,Travel_Rarely,Human Resources,3,5,Life Sciences,1,Male,1,Sales Executive,Single,27230,6.0,Y,11,8,1,3.0,2,0,0,0,2,3,9.296154746700726
455,33,No,Travel_Rarely,Research & Development,2,2,Technical Degree,1,Male,2,Laboratory Technician,Single,34790,3.0,Y,12,8,0,5.0,3,3,0,2,3,3,7.02616538952746
456,45,No,Travel_Rarely,Research & Development,26,1,Medical,1,Female,3,Healthcare Representative,Divorced,27940,3.0,Y,19,8,1,8.0,2,5,0,2,3,3,6.473187526607067
457,50,No,Travel_Rarely,Sales,10,1,Life Sciences,1,Female,1,Manufacturing Director,Divorced,52490,9.0,Y,21,8,2,32.0,2,5,1,3,2,4,6.510141549595569
458,33,No,Travel_Frequently,Sales,1,3,Marketing,1,Male,2,Human Resources,Married,21760,1.0,Y,14,8,1,6.0,2,6,1,2,2,3,8.293593018305666
459,41,No,Travel_Frequently,Sales,11,3,Other,1,Male,1,Laboratory Technician,Divorced,168720,2.0,Y,15,8,1,21.0,2,18,0,11,3,3,6.997132822477654
460,27,No,Travel_Rarely,Research & Development,20,4,Other,1,Male,2,Manufacturing Director,Married,34850,9.0,Y,17,8,2,4.0,2,2,2,2,3,3,6.319114516815667
461,45,No,Non-Travel,Sales,2,3,Medical,1,Female,1,Sales Executive,Married,66440,1.0,Y,12,8,0,9.0,3,9,0,8,4,3,8.0697594721158
462,47,No,Travel_Rarely,Sales,18,4,Medical,1,Female,2,Research Scientist,Single,55820,1.0,Y,16,8,0,9.0,3,9,0,7,3,3,7.391776287782032
463,30,Yes,Travel_Rarely,Sales,2,3,Life Sciences,1,Male,2,Healthcare Representative,Married,40000,4.0,Y,12,8,0,7.0,5,5,0,1,2,3,9.458611111111106
464,50,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,Female,2,Sales Executive,Married,134960,3.0,Y,18,8,1,22.0,3,12,1,5,3,3,8.826535759897823
465,38,No,Travel_Frequently,Research & Development,13,3,Technical Degree,1,Male,1,Manufacturing Director,Married,32100,0.0,Y,17,8,2,3.0,5,2,0,2,2,3,7.203115155385269
466,46,No,Travel_Rarely,Research & Development,28,3,Medical,1,Female,3,Human Resources,Divorced,190450,6.0,Y,11,8,3,13.0,2,8,0,7,3,3,6.3855619412515985
467,24,No,Travel_Rarely,Sales,28,3,Life Sciences,1,Female,1,Healthcare Representative,Divorced,118490,1.0,Y,16,8,1,5.0,3,4,3,2,3,3,6.163885696040869
468,35,Yes,Travel_Rarely,Sales,24,3,Medical,1,Male,3,Healthcare Representative,Divorced,20700,1.0,Y,13,8,3,5.0,1,4,0,2,2,3,8.285129842486164
469,31,No,Travel_Frequently,Research & Development,5,2,Technical Degree,1,Male,2,Sales Executive,Married,65020,1.0,Y,12,8,0,4.0,3,4,0,3,3,3,5.842786292039172
470,18,No,Non-Travel,Sales,5,4,Other,1,Male,2,Manager,Single,32300,1.0,Y,12,8,1,0.0,3,0,0,0,3,3,5.684230523627075
471,54,No,Travel_Rarely,Sales,23,3,Medical,1,Female,1,Laboratory Technician,Married,136030,8.0,Y,13,8,1,22.0,2,10,0,8,3,3,5.816266496381436
472,35,No,Travel_Rarely,Research & Development,6,4,Medical,1,Female,1,Manufacturing Director,Divorced,119960,1.0,Y,19,8,2,16.0,3,16,10,1,3,3,8.818238612175398
473,30,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Female,5,Healthcare Representative,Married,56050,0.0,Y,12,8,1,9.0,0,8,1,7,2,3,9.03243933588762
474,20,Yes,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Female,2,Research Scientist,Single,63970,1.0,Y,17,8,1,1.0,3,1,0,0,3,3,7.6776191996594285
475,30,Yes,Travel_Frequently,Research & Development,8,4,Medical,1,Male,1,Sales Executive,Single,191440,0.0,Y,11,8,0,4.0,3,3,1,2,3,3,6.644007024265642
476,26,No,Travel_Rarely,Sales,1,3,Marketing,1,Female,2,Research Scientist,Married,175840,1.0,Y,20,8,0,8.0,2,8,1,3,3,4,6.986608131119631
477,22,No,Travel_Rarely,Research & Development,8,3,Other,1,Male,2,Sales Representative,Married,49070,2.6948303347756775,Y,21,8,1,4.0,2,4,1,1,3,4,6.405602383993188
478,48,No,Travel_Rarely,Human Resources,2,4,Medical,1,Male,2,Sales Executive,Single,45540,2.0,Y,11,8,2,19.0,3,2,2,2,3,3,7.430195828011916
479,48,No,Travel_Rarely,Sales,3,3,Medical,1,Male,1,Research Director,Single,54150,7.0,Y,11,8,1,27.0,1,15,4,8,3,3,5.790540655598127
480,41,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,2,Research Scientist,Single,47410,6.0,Y,16,8,0,8.0,3,2,2,1,3,3,6.2867103022562745
481,39,No,Travel_Rarely,Sales,2,3,Life Sciences,1,Male,3,Human Resources,Married,21150,1.0,Y,18,8,0,21.0,3,21,11,8,4,3,6.446838016177095
482,27,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,2,Human Resources,Married,31610,0.0,Y,13,8,2,4.0,0,3,2,2,3,3,6.79176032354193
483,35,No,Travel_Rarely,Sales,24,3,Medical,1,Male,5,Sales Executive,Divorced,57450,1.0,Y,17,8,3,3.0,4,3,1,2,3,3,6.322709663686671
484,42,No,Travel_Rarely,Research & Development,23,4,Other,1,Male,1,Research Scientist,Married,23730,6.0,Y,14,8,1,21.0,3,1,0,0,4,3,7.01486802894849
485,50,No,Travel_Rarely,Sales,27,3,Medical,1,Male,2,Sales Executive,Married,33100,4.0,Y,22,8,1,8.0,3,1,0,0,4,4,5.598214133673903
486,59,No,Travel_Rarely,Research & Development,16,4,Medical,1,Female,5,Laboratory Technician,Single,186650,3.0,Y,12,8,0,30.0,3,5,4,3,2,3,9.486161132396768
487,37,Yes,Travel_Rarely,Sales,15,3,Marketing,1,Male,2,Laboratory Technician,Married,44850,5.0,Y,11,8,1,15.0,2,1,0,0,4,3,5.908767560664114
488,55,No,Travel_Frequently,Research & Development,26,2,Life Sciences,1,Female,2,Sales Executive,Married,27890,3.0,Y,13,8,1,17.0,2,8,6,7,2,3,7.79979033631333
489,41,No,Non-Travel,Research & Development,19,1,Life Sciences,1,Male,2,Research Scientist,Divorced,58280,1.0,Y,13,8,0,21.0,0,21,5,10,3,3,5.456384631758198
490,38,No,Travel_Rarely,Research & Development,24,2,Other,1,Female,1,Laboratory Technician,Single,23260,8.0,Y,14,8,0,19.0,3,1,0,0,4,3,7.321822051936998
491,26,Yes,Non-Travel,Research & Development,21,1,Life Sciences,1,Female,1,Manufacturing Director,Single,135250,8.0,Y,17,8,1,7.0,4,2,2,2,2,3,6.838089612601107
492,52,Yes,Travel_Rarely,Research & Development,5,4,Medical,1,Female,4,Human Resources,Married,14200,1.0,Y,13,8,1,33.0,2,32,6,9,4,3,5.438777139208173
493,44,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,Female,1,Healthcare Representative,Married,80200,3.0,Y,11,8,1,23.0,2,12,11,11,3,3,10.188116219667936
494,50,No,Non-Travel,Human Resources,2,2,Life Sciences,1,Male,1,Laboratory Technician,Married,36880,0.0,Y,11,8,0,19.0,3,18,0,13,2,3,5.629078331204769
495,36,Yes,Travel_Rarely,Sales,2,4,Technical Degree,1,Male,4,Sales Executive,Single,54820,1.0,Y,18,8,0,18.0,3,17,15,14,3,3,7.228137505321414
496,39,No,Travel_Frequently,Sales,11,3,Marketing,1,Male,1,Sales Executive,Single,160150,1.0,Y,11,8,0,21.0,3,21,2,8,4,3,9.949183695189443
497,33,No,Non-Travel,Sales,9,2,Technical Degree,1,Male,5,Sales Representative,Single,12000,0.0,Y,11,8,1,3.0,3,2,2,2,3,3,6.866975308641968
498,45,No,Travel_Rarely,Research & Development,7,2,Other,1,Male,1,Human Resources,Married,56610,3.0,Y,12,8,0,26.0,2,9,1,1,2,3,6.88917837377607
499,32,No,Non-Travel,Research & Development,15,3,Medical,1,Male,2,Manager,Single,69290,9.0,Y,20,8,0,10.0,6,8,7,7,1,4,6.563651553852706
500,34,No,Travel_Rarely,Sales,6,4,Marketing,1,Male,2,Research Director,Divorced,96130,0.0,Y,12,8,1,16.0,5,15,0,9,2,3,6.577212643678161
501,59,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,Male,2,Research Scientist,Married,56740,3.0,Y,12,8,0,14.0,6,6,0,4,3,3,7.484866964665813
502,45,No,Travel_Rarely,Research & Development,16,1,Medical,1,Male,2,Sales Executive,Single,54840,1.0,Y,20,8,3,6.0,6,6,0,4,3,4,6.236957215836527
503,53,No,Travel_Frequently,Sales,8,2,Medical,1,Male,2,Research Scientist,Married,120610,2.0,Y,20,8,1,30.0,2,15,6,12,4,4,7.213925074499789
504,36,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Female,1,Research Scientist,Divorced,56600,7.0,Y,12,8,0,9.0,3,1,0,0,3,3,5.453383354618985
505,26,Yes,Travel_Frequently,Sales,2,3,Life Sciences,1,Male,2,Research Scientist,Married,48210,6.0,Y,14,8,2,6.0,2,3,1,2,3,3,7.265880161770969
506,34,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Male,1,Sales Representative,Married,64100,1.0,Y,13,8,1,1.0,5,1,0,0,2,3,8.617766070668367
507,28,No,Travel_Rarely,Research & Development,10,3,Other,1,Male,2,Sales Representative,Married,52100,1.0,Y,15,8,0,1.0,1,1,0,0,4,3,7.202918263090676
508,38,No,Travel_Frequently,Sales,9,4,Medical,1,Male,2,Research Scientist,Married,26950,3.0,Y,14,8,1,8.0,4,2,2,2,1,3,6.921584716900811
509,50,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,Male,1,Sales Executive,Married,118780,2.0,Y,13,8,1,29.0,2,8,7,7,3,3,8.60261068539804
510,37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,1,Laboratory Technician,Single,170680,3.0,Y,23,8,0,8.0,6,4,0,1,3,4,6.400587484035761
511,40,No,Travel_Rarely,Human Resources,2,3,Medical,1,Male,5,Sales Executive,Married,24550,1.0,Y,15,8,1,8.0,2,7,7,5,3,3,5.297343550446999
512,26,No,Travel_Frequently,Research & Development,3,3,Medical,1,Male,2,Laboratory Technician,Divorced,139640,1.0,Y,11,8,2,5.0,1,5,1,3,2,3,7.236221796509154
513,46,No,Travel_Rarely,Research & Development,2,1,Medical,1,Female,3,Research Scientist,Divorced,49410,9.0,Y,13,8,2,23.0,2,2,2,2,2,3,6.630957854406131
514,54,No,Travel_Rarely,Research & Development,5,3,Medical,1,Female,2,Manufacturing Director,Married,24780,6.0,Y,11,8,0,13.0,0,9,7,0,3,3,6.875545977011495
515,56,No,Travel_Frequently,Research & Development,1,2,Life Sciences,1,Female,2,Manufacturing Director,Married,52280,2.0,Y,11,8,0,18.0,4,5,0,3,3,3,6.171017454235843
516,36,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,Female,2,Human Resources,Single,44780,0.0,Y,18,8,1,15.0,3,14,7,8,3,3,5.873835674755216
517,55,No,Non-Travel,Research & Development,2,3,Medical,1,Female,2,Manager,Single,75470,7.0,Y,16,8,0,31.0,2,9,6,2,2,3,5.3123914431673045
518,43,No,Travel_Rarely,Sales,25,2,Life Sciences,1,Male,3,Research Scientist,Divorced,50550,5.0,Y,22,8,0,18.0,2,1,0,0,2,4,7.317779906343122
519,20,Yes,Travel_Frequently,Sales,8,3,Marketing,1,Male,3,Sales Executive,Single,34640,1.0,Y,20,8,0,2.0,3,2,0,2,2,4,8.483494040017028
520,21,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,1,Manager,Single,57750,1.0,Y,18,8,0,1.0,2,1,1,0,3,3,5.809894636015328
521,46,No,Travel_Rarely,Sales,12,3,Marketing,1,Female,3,Healthcare Representative,Divorced,89430,8.0,Y,12,8,1,19.0,6,16,1,7,3,3,10.062606428267339
522,51,Yes,Travel_Rarely,Sales,23,3,Medical,1,Female,2,Research Scientist,Married,192720,9.0,Y,20,8,0,18.0,2,10,2,7,3,4,8.082353128991066
523,28,Yes,Non-Travel,Research & Development,19,4,Life Sciences,1,Female,4,Laboratory Technician,Single,52380,1.0,Y,17,8,1,10.0,4,10,1,9,2,3,6.623927203065135
524,26,No,Travel_Rarely,Research & Development,5,4,Medical,1,Female,2,Sales Executive,Married,46820,1.0,Y,11,8,1,6.0,3,5,1,3,1,3,6.653349297573435
